ticker,name,sector,sub_industry,index,first_seen,last_seen_in_index,status,dropped_on,security_type
INO,"Inovio Pharmaceuticals, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
INOD,Innodata Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
INR,"Infinity Natural Resources, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
INSE,"Inspired Entertainment, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
INSG,Inseego Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
INSM,Insmed Incorporated - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
INSP,"Inspire Medical Systems, Inc.",Health Care,Health Care Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
INSW,"International Seaways, Inc.",Energy,Oil & Gas Storage & Transportation,S&P 600,2026-09-04,2026-09-25,active,,operating
INTA,"Intapp, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
INTC,Intel,Information Technology,Semiconductors,S&P 500,2026-09-04,2026-09-25,active,,operating
INTG,The Intergroup Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
INTJ,Intelligent Group Limited - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
INTR,Inter & Co. Inc. - Class A Common Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
INTS,"Intensity Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
INTT,inTest Corporation Common Stock,,,NYSE American,2026-09-04,2026-09-25,active,,operating
INTU,Intuit,Information Technology,Application Software,S&P 500,2026-09-04,2026-09-25,active,,operating
INUV,"Inuvo, Inc.",,,NYSE American,2026-09-04,2026-09-25,active,,operating
INV,"Innventure, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
INVA,"Innoviva, Inc.",Health Care,Pharmaceuticals,S&P 600,2026-09-04,2026-09-25,active,,operating
INVE,"INVE Technologies, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,S&P 500,2026-09-04,2026-09-25,active,,operating
INVX,"Innovex International, Inc.",Energy,Oil & Gas Equipment & Services,S&P 600,2026-09-04,2026-09-25,active,,operating
IOND,Ionic Digital Inc. - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IONQ,"IonQ, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
IONS,"Ionis Pharmaceuticals, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IOR,"Income Opportunity Realty Investors, Inc. Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
IOSP,"Innospec, Inc.",Materials,Specialty Chemicals,S&P 600,2026-09-04,2026-09-25,active,,operating
IOT,Samsara Inc. Class A Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
IOTR,iOThree Limited - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,S&P 500,2026-09-04,2026-09-25,active,,operating
IPAR,"Inter Parfums, Inc.",Consumer Staples,Household Products,S&P 600,2026-09-04,2026-09-25,active,,operating
IPEX,Inflection Point Acquisition Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
IPFX,Inflection Point Acquisition Corp. VI - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
IPGP,IPG Photonics,Information Technology,Electronic Manufacturing Services,S&P 400,2026-09-04,2026-09-25,active,,operating
IPI,"Intrepid Potash, Inc Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
IPM,Intelligent Protection Management Corp.  - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IPSC,"Century Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IPVV,"InterPrivate Investment Partners V, Inc. - Class A Ordinary Shares",,,Nasdaq,2026-09-04,2026-09-25,active,,spac
IPW,iPower Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IPWR,Ideal Power Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IPXG,Inection Point Acquisition Corp. VII  - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
IQI,Invesco Quality Municipal Income Trust Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
IQST,iQSTEL Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IQV,IQVIA,Health Care,Life Sciences Tools & Services,S&P 500,2026-09-04,2026-09-25,active,,operating
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,S&P 500,2026-09-04,2026-09-25,active,,operating
IRAB,Iris Acquisition Corp II Class A Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,spac
IRD,"Opus Genetics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IRDM,Iridium Communications,Communication Services,Alternative Carriers,S&P 600,2026-09-04,2026-09-25,active,,operating
IREN,IREN Limited - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IRHO,Iron Horse Acquisitions II Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
IRM,Iron Mountain,Real Estate,Other Specialized REITs,S&P 500,2026-09-04,2026-09-25,active,,operating
IRMD,iRadimed Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IRON,"Disc Medicine, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IRT,Independence Realty Trust,Real Estate,Multi-Family Residential REITs,S&P 400,2026-09-04,2026-09-25,active,,operating
IRTC,"iRhythm Holdings, Inc.  - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IRWD,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ISBA,Isabella Bank Corporation - Common stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ISD,"PGIM High Yield Bond Fund, Inc.",,,NYSE,2026-09-04,2026-09-25,active,,cef
ISNR,Snow Rothschild Acquisition Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
ISOU,IsoEnergy Ltd. Common Shares,,,NYSE American,2026-09-04,2026-09-25,active,,operating
ISPR,Ispire Technology Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,S&P 500,2026-09-04,2026-09-25,active,,operating
ISTR,Investar Holding Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IT,Gartner,Information Technology,IT Consulting & Other Services,S&P 500,2026-09-04,2026-09-25,active,,operating
ITG,"ITG, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ITGR,Integer Holdings Corporation,Health Care,Health Care Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
ITHA,ITHAX Acquisition Corp III - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
ITIC,Investors Title Company - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ITP,"IT Tech Packaging, Inc. Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
ITRG,Integra Resources Corp. Common Shares,,,NYSE American,2026-09-04,2026-09-25,active,,operating
ITRI,"Itron, Inc.",Information Technology,Electronic Equipment & Instruments,S&P 600,2026-09-04,2026-09-25,active,,operating
ITRN,Ituran Location and Control Ltd. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ITT,ITT Inc.,Industrials,Industrial Machinery & Supplies & Components,S&P 400,2026-09-04,2026-09-25,active,,operating
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,S&P 500,2026-09-04,2026-09-25,active,,operating
IVA,Inventiva S.A. - American Depository Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IVF,"INVO Fertility, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
IVT,InvenTrust Properties,Real Estate,Retail REITs,S&P 600,2026-09-04,2026-09-25,active,,operating
IVZ,Invesco,Financials,Asset Management & Custody Banks,S&P 500,2026-09-04,2026-09-25,active,,operating
IXHL,Incannex Healthcare Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
IZEA,"IZEA Worldwide, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
J,Jacobs Solutions,Industrials,Construction & Engineering,S&P 500,2026-09-04,2026-09-25,active,,operating
JACK,Jack In The Box Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JACS,Jackson Acquisition Company II Class A Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,spac
JAGU,Jaguar Uranium Corp. Class A Common Shares,,,NYSE American,2026-09-04,2026-09-25,active,,operating
JAGX,"Jaguar Health, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JAKK,"JAKKS Pacific, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JAN,"Janus Living, Inc. Class A-1 Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
JANX,"Janux Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JATT,JATT II Acquisition Corp - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
JAZZ,Jazz Pharmaceuticals,Health Care,Pharmaceuticals,S&P 400,2026-09-04,2026-09-25,active,,operating
JBDI,JBDI Holdings Limited - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JBGS,JBG Smith,Real Estate,Office REITs,S&P 600,2026-09-04,2026-09-25,active,,operating
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,S&P 500,2026-09-04,2026-09-25,active,,operating
JBI,"Janus International Group, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
JBIO,"Jade Biosciences, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,,,NYSE,2026-09-04,2026-09-25,active,,structured
JBL,Jabil,Information Technology,Electronic Manufacturing Services,S&P 500,2026-09-04,2026-09-25,active,,operating
JBLU,JetBlue,Industrials,Passenger Airlines,S&P 600,2026-09-04,2026-09-25,active,,operating
JBS,JBS N.V. Class A Common Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Staples,Packaged Foods & Meats,S&P 600,2026-09-04,2026-09-25,active,,operating
JBTM,JBT Marel Corporation,Industrials,Industrial Machinery & Supplies & Components,S&P 600,2026-09-04,2026-09-25,active,,operating
JCAP,"Jefferson Capital, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JCI,Johnson Controls,Industrials,Building Products,S&P 500,2026-09-04,2026-09-25,active,,operating
JCSE,JE Cleantech Holdings Limited - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JCTC,Jewett-Cameron Trading Company - Common Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JDZG,JIADE LIMITED - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JEF,Jefferies,Financials,Multi-Sector Holdings,S&P 400,2026-09-04,2026-09-25,active,,operating
JELD,"JELD-WEN Holding, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
JEM,707 Cayman Holdings Limited - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JENA,Jena Acquisition Corporation II Class A Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,spac
JFR,Nuveen Floating Rate Income Fund Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
JHI,John Hancock Investors Trust Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
JHS,John Hancock Income Securities Trust Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
JHX,James Hardie Industries plc. Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
JILL,"J. Jill, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
JJSF,J&J Snack Foods Corp.,Consumer Staples,Packaged Foods & Meats,S&P 600,2026-09-04,2026-09-25,active,,operating
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,S&P 500,2026-09-04,2026-09-25,active,,operating
JL,J-Long Group Limited - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JLHL,Julong Holding Limited - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JLL,Jones Lang LaSalle,Real Estate,Real Estate Services,S&P 400,2026-09-04,2026-09-25,active,,operating
JLS,Nuveen Mortgage and Income Fund,,,NYSE,2026-09-04,2026-09-25,active,,cef
JMKE,Jersey Mike's Subs Inc. Class A Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
JMM,Nuveen Multi-Market Income Fund (MA),,,NYSE,2026-09-04,2026-09-25,active,,cef
JMSB,"John Marshall Bancorp, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,S&P 500,2026-09-04,2026-09-25,active,,operating
JOB,GEE Group Inc. Common Stock,,,NYSE American,2026-09-04,2026-09-25,active,,operating
JOBY,"Joby Aviation, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
JOE,St. Joe Company,Real Estate,Real Estate Development,S&P 600,2026-09-04,2026-09-25,active,,operating
JOF,Japan Smaller Capitalization Fund Inc Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,cef
JONE,Jones Ventures INTL Acquisition1 Corp - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
JOUT,Johnson Outdoors Inc. - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JPM,JPMorgan Chase,Financials,Diversified Banks,S&P 500,2026-09-04,2026-09-25,active,,operating
JRSH,"Jerash Holdings (US), Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JRVR,"James River Group Holdings, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JSM,"Navient Corporation - 6% Senior Notes due December 15, 2043",,,Nasdaq,2026-09-04,2026-09-25,active,,debt
JTAI,Jet.AI Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JTTT,JATT III Acquisition Corp - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
JVA,"Coffee Holding Co., Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JWEL,Jowell Global Ltd. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JXG,JX Luxventure Group Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JXN,"Jackson Financial, Inc.",Financials,Life & Health Insurance,S&P 600,2026-09-04,2026-09-25,active,,operating
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JYNT,The Joint Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KAI,Kadant Inc.,Industrials,Industrial Machinery & Supplies & Components,S&P 600,2026-09-04,2026-09-25,active,,operating
KALU,Kaiser Aluminum Corporation,Materials,Aluminum,S&P 600,2026-09-04,2026-09-25,active,,operating
KAPA,"Kairos Pharma, Ltd. Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
KARD,"Kardigan, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KARO,Karooooo Ltd. - Ordinary shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KAZR,Skyline Builders Group Holding Limited - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KB,KB Financial Group Inc,,,NYSE,2026-09-04,2026-09-25,active,,operating
KBDC,"Kayne Anderson BDC, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,bdc
KBH,KB Home,Consumer Discretionary,Homebuilding,S&P 400,2026-09-04,2026-09-25,active,,operating
KBON,Karbon Capital Partners Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
KBR,"KBR, Inc.",Industrials,Diversified Support Services,S&P 400,2026-09-04,2026-09-25,active,,operating
KBSX,FST Corp. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KCHV,Kochav Defense Acquisition Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
KD,Kyndryl,Information Technology,IT Consulting & Other Services,S&P 400,2026-09-04,2026-09-25,active,,operating
KDK,"Kodiak AI, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,S&P 500,2026-09-04,2026-09-25,active,,operating
KE,"Kimball Electronics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KEEL,Keel Infrastructure Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KELYA,"Kelly Services, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KELYB,"Kelly Services, Inc. - Class B Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KEN,Kenon Holdings Ltd. Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
KEP,Korea Electric Power Corporation Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
KEQU,Kewaunee Scientific Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KEX,Kirby Corporation,Industrials,Marine Transportation,S&P 400,2026-09-04,2026-09-25,active,,operating
KEY,KeyCorp,Financials,Regional Banks,S&P 500,2026-09-04,2026-09-25,active,,operating
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,S&P 500,2026-09-04,2026-09-25,active,,operating
KEYY,Keystone Acquisition Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
KF,"Korea Fund, Inc. (The) New Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,cef
KFFB,Kentucky First Federal Bancorp - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KFII,K&F Growth Acquisition Corp. II - Class A Ordinary shares,,,Nasdaq,2026-09-17,2026-09-25,active,,spac
KFRC,"Kforce, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
KFY,Korn/Ferry International,Industrials,Human Resource & Employment Services,S&P 600,2026-09-04,2026-09-25,active,,operating
KG,"Kestrel Group, Ltd. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KGC,Kinross Gold Corporation Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
KGEI,Kolibri Global Energy Inc. - Common stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KGS,"Kodiak Gas Services, Inc.",Energy,Oil & Gas Equipment & Services,S&P 600,2026-09-04,2026-09-25,active,,operating
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,S&P 500,2026-09-04,2026-09-25,active,,operating
KIDS,OrthoPediatrics Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KIDZ,KIDZ AI Inc. - Class B Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KIM,Kimco Realty,Real Estate,Retail REITs,S&P 500,2026-09-04,2026-09-25,active,,operating
KINS,"Kingstone Companies, Inc - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KIO,KKR Income Opportunities Fund Common Shares,,,NYSE,2026-09-04,2026-09-25,active,,cef
KKR,KKR & Co.,Financials,Asset Management & Custody Banks,S&P 500,2026-09-04,2026-09-25,active,,operating
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,,,NYSE,2026-09-04,2026-09-25,active,,debt
KKRT,KKR & Co. Inc. 6.875% Subordinated Notes due 2065,,,NYSE,2026-09-04,2026-09-25,active,,debt
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,S&P 500,2026-09-04,2026-09-25,active,,operating
KLAR,Klarna Group plc Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
KLC,"KinderCare Learning Companies, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
KLIC,"Kulicke and Soffa Industries, Inc.",Information Technology,Semiconductor Materials & Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
KLRA,"Kailera Therapeutics, Inc. - Common stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KLRS,"Kalaris Therapeutics, Inc.  - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KLTR,"Kaltura, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KMB,Kimberly-Clark,Consumer Staples,Household Products,S&P 500,2026-09-04,2026-09-25,active,,operating
KMDA,Kamada Ltd. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,S&P 500,2026-09-04,2026-09-25,active,,operating
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,,,NYSE,2026-09-04,2026-09-25,active,,debt
KMPR,Kemper Corporation,Financials,Multi-line Insurance,S&P 600,2026-09-04,2026-09-25,active,,operating
KMRK,K-Tech Solutions Company Limited - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KMT,Kennametal,Industrials,Industrial Machinery & Supplies & Components,S&P 600,2026-09-04,2026-09-25,active,,operating
KMTS,"Kestra Medical Technologies, Ltd. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KMX,"CarMax, Inc.",Consumer Discretionary,Automotive Retail,S&P 600,2026-09-04,2026-09-25,active,,operating
KN,Knowles Corporation,Information Technology,Electronic Components,S&P 600,2026-09-04,2026-09-25,active,,operating
KNF,Knife River Corporation,Materials,Construction Materials,S&P 400,2026-09-04,2026-09-25,active,,operating
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,,,NYSE,2026-09-04,2026-09-25,active,,lp
KNRX,KNOREX LTD. Class A Ordinary Shares,,,NYSE American,2026-09-04,2026-09-25,active,,operating
KNSA,"Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KNSL,Kinsale Capital Group,Financials,Property & Casualty Insurance,S&P 400,2026-09-04,2026-09-25,active,,operating
KNTK,"Kinetik Holdings, Inc.",Energy,Oil & Gas Storage & Transportation,S&P 600,2026-09-04,2026-09-25,active,,operating
KNX,Knight-Swift,Industrials,Cargo Ground Transportation,S&P 400,2026-09-04,2026-09-25,active,,operating
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,S&P 500,2026-09-04,2026-09-25,active,,operating
KOD,Kodiak Sciences Inc - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KODK,Eastman Kodak Company Common New,,,NYSE,2026-09-04,2026-09-25,active,,operating
KOP,"Koppers Holdings, Inc.",Materials,Commodity Chemicals,S&P 600,2026-09-04,2026-09-25,active,,operating
KOPN,Kopin Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KOS,Kosmos Energy Ltd. Common Shares (DE),,,NYSE,2026-09-04,2026-09-25,active,,operating
KOSS,Koss Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KOYN,CSLM Digital Asset Acquisition Corp III - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
KPET,KPET Ultra Paceline Corporation Class A Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,spac
KPLT,"Katapult Holdings, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KPTI,Karyopharm Therapeutics Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KR,Kroger,Consumer Staples,Food Retail,S&P 500,2026-09-04,2026-09-25,active,,operating
KRAQ,KRAKacquisition Corp - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
KRC,Kilroy Realty Corp,Real Estate,Office REITs,S&P 400,2026-09-04,2026-09-25,active,,operating
KREF,KKR Real Estate Finance Trust Inc. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
KRG,Kite Realty Group Trust,Real Estate,Retail REITs,S&P 400,2026-09-04,2026-09-25,active,,operating
KRMD,"KORU Medical Systems, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KRMN,Karman Holdings,Industrials,Aerospace & Defense,S&P 600,2026-09-04,2026-09-25,active,,operating
KRNT,Kornit Digital Ltd. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KRNY,Kearny Financial - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KRO,Kronos Worldwide Inc Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
KROS,"Keros Therapeutics, Inc. - common stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,,,NYSE,2026-09-04,2026-09-25,active,,lp
KRRO,"Korro Bio, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KRSA,"Korsana Biosciences, Inc. - Common Stock",,,Nasdaq,2026-09-09,2026-09-25,active,,operating
KRSP,Rice Acquisition Corporation 3 Class A Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,spac
KRT,Karat Packaging Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KRYS,Krystal Biotech,Health Care,Biotechnology,S&P 400,2026-09-04,2026-09-25,active,,operating
KSCP,"Knightscope, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KSPI,Joint Stock Company Kaspi.kz - American Depository Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KSS,Kohl's Corp.,Consumer Discretionary,Broadline Retail,S&P 600,2026-09-04,2026-09-25,active,,operating
KT,KT Corporation Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
KTB,Kontoor Brands,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",S&P 600,2026-09-04,2026-09-25,active,,operating
KTCC,Key Tronic Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
KTF,DWS Municipal Income Trust,,,NYSE,2026-09-04,2026-09-25,active,,cef
