date,ticker,name,sector,sub_industry,index,price,change_pct,market_cap,pe,volume,analyst_count,benford_mad,earnings_consistency,earnings_date,edgar_updated,eps_growth_yoy,ev_ebitda,ev_revenue,fcf_growth_yoy,fcf_yield,gross_margin,gross_margin_trend,high52w_proximity,insider_buyer_count_90d,insider_cluster_max_30d,insider_cluster_score,insider_net_buy_90d,insider_ownership,insider_seller_count_90d,insider_tx_count_90d,insider_updated,inst_ownership,last_updated,neglect_score,net_debt_ebitda,news_count_7d,news_lm_avg,news_vader_avg,op_margin_stability,operating_margin,price_book,rel_strength_sp500,return_12_2,return_1m,return_52w,revenue_acceleration,revenue_growth_yoy,roe_ttm,volume_trend
2026-09-03,CLF,Cleveland-Cliffs,Materials,Steel,S&P 400,12.28,-1.12722,7006231552,,11488128,10,0.0037,0.583285,2026-07-23,2026-09-03,,28.88,0.775,-0.629426,0.000874,-0.01052,,-0.264671,,,,,0.00857,,,,0.8443,2026-09-03,0.338889,14.860194,13,-0.076923,0.131077,0.040867,0.00344,1.250255,0.001509,0.058122,0.122486,0.180608,-0.004115,0.059,-0.13862,-0.262256
2026-09-03,CLH,Clean Harbors,Industrials,Environmental & Facilities Services,S&P 400,318.65,1.08813,16820656128,38.57748,273547,15,0.0052,0.775179,2026-07-29,2026-09-03,0.364,16.339,3.132,-2.030513,0.022815,0.32257,,-0.051468,0,0,0,-1051103.89,0.04927,2,2,2026-09-03,0.961,2026-09-03,0.383333,2.283202,7,0,0.405857,,0.15498,5.744339,0.10683,0.254477,0.031453,0.28593,-0.012448,0.119,0.15562,-0.181678
2026-09-03,CMC,Commercial Metals,Materials,Steel,S&P 400,68.75,,7867459584,13.070342,595820,11,0.0083,0.411117,2026-10-15,2026-09-03,1.123,8.859,1.206,2.563004,0.018329,0.18565,,-0.189938,,,,,0.00659,,,,0.95685,2026-09-03,0.294444,2.544656,15,0.066667,0.1258,,0.09476,1.679287,0.009249,0.176879,0.01147,0.188349,,0.229,0.13792,-0.136974
2026-09-03,CNH,CNH Industrial,Industrials,Agricultural & Farm Machinery,S&P 400,13.84,1.39195,22256916480,55.36,37560972,19,0.008,0.608358,2026-11-09,2026-09-03,-0.353,39.778,2.316,,0.025442,0.17789,,-0.0036,0,0,0,-490086.83,0.29947,1,1,2026-09-03,0.78415,2026-09-03,0.205556,23.510859,15,0.133333,0.089733,,0.05538,2.208746,0.012,-0.078206,0.269306,0.1911,0.020051,0.02,0.03914,1.072511
2026-09-03,CNM,Core & Main,Industrials,Trading Companies & Distributors,S&P 400,43.98,,8511890432,18.556963,2115531,14,0.0143,0.885973,2026-09-09,2026-09-03,0.094,11.537,1.387,,0.051443,0.2706,0.005375,-0.345341,,,,,0.00483,,,,1.10846,2026-09-03,0.261111,2.498368,15,0.066667,0.074733,0.008908,0.09267,4.050097,-0.525621,-0.321727,-0.024795,-0.346521,-0.0123,-0.001,0.23888,-0.170751
2026-09-03,CNO,CNO Financial Group,Financials,Life & Health Insurance,S&P 400,56.72,2.53073,5247812096,19.097643,988823,4,0.0063,0.595874,2026-07-30,2026-09-03,0.462,8.336,1.776,,0.189812,0.38706,,-0.015107,,,,,0.02402,,,,0.98254,2026-09-03,0.405556,3.034852,13,-0.076923,0.192692,0.023973,0.16729,2.028757,0.212949,0.335137,0.056911,0.392048,0.090714,0.116,0.10934,0.197798
2026-09-03,CNX,CNX Resources,Energy,Oil & Gas Exploration & Production,S&P 400,37.77,,5587831296,6.091936,1299071,11,0.0026,0.404906,2026-07-30,2026-09-03,-0.477,4.352,3.721,-0.339563,0.078227,0.73616,,-0.134113,,,,,0.04663,,,,0.92738,2026-09-03,0.411111,1.297558,8,-0.125,0.217375,,0.62878,1.162118,0.092643,0.183082,0.088661,0.271743,,-0.181,0.21249,-0.24921
2026-09-03,COKE,Coca-Cola Consolidated,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,S&P 400,197.4,1.09597,13139791872,26.18037,289837,,0.0073,0.338675,2026-08-05,2026-09-03,2.658,2.394,0.379,,0.033751,0.39111,-0.020889,-0.101298,,,,,2e-05,,,2026-09-03,0.75064,2026-09-03,0.125,0.875557,15,-0.266667,0.0006,0.008127,0.07417,4.128066,0.437157,0.558893,0.057364,0.616257,-0.062678,0.083,0.97331,-0.149691
2026-09-03,COLB,Columbia Banking System,Financials,Regional Banks,S&P 400,30.45,1.23006,8614374400,11.848249,2927396,14,0.0039,0.828519,2026-07-23,2026-09-03,0.002,,4.727,1.242276,,0,,-0.095903,,,,,0.00749,,,,0.97416,2026-09-03,0.427778,,5,0,0.0804,,0.50923,1.140321,-0.060884,0.154888,-0.036673,0.118216,,0.351,0.11028,-0.091273
2026-09-03,COLM,Columbia Sportswear,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",S&P 400,57.79,1.6356,2958454528,14.817948,547693,6,0.0046,0.523069,2026-10-29,2026-09-03,-0.133,8.163,0.82,-0.683919,0.086233,0.52155,,-0.163191,,,,,0.58046,,,,0.53061,2026-09-03,0.366667,-0.477083,14,-0.071429,0.068214,,0.05027,1.847152,-0.172728,0.05409,-0.047718,0.006372,0.171474,0.015,0.12658,0.104702
2026-09-03,CPRI,Capri Holdings,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",S&P 400,13.24,4.16994,1519900416,16.345678,5184728,16,0.0073,0.119577,2026-08-05,2026-09-03,0.344,13.869,0.809,-0.800475,0.126735,0.6271,0.020333,-0.531659,,,,,0.02645,,,,1.04568,2026-09-03,0.272222,6.358209,13,-0.076923,0.138077,0.029054,0.02601,10.897119,-0.595,-0.242089,-0.173812,-0.415901,0.00513,-0.035,1.44615,0.067084
2026-09-03,CR,Crane,Industrials,Industrial Machinery & Supplies & Components,S&P 400,202.93,1.92365,11729425408,34.748287,325646,10,0.0062,0.856613,2026-07-28,2026-09-03,0.106,16.734,4.823,,0.031012,0.46965,,-0.11961,0,0,0,-220300,0.1446,1,2,2026-09-03,0.80079,2026-09-03,0.305556,1.024772,15,-0.2,-0.016667,0.017947,0.35463,5.386188,-0.09862,0.141377,-0.060897,0.08048,0.00662,0.256,0.16522,-0.135402
2026-09-03,CRBG,Corebridge Financial,Financials,Asset Management & Custody Banks,S&P 400,34.75,3.60763,15490458624,22.275642,3233231,12,0.0058,0.214428,2026-08-04,2026-09-03,,9.696,1.345,,0.041461,0.21102,,-0.001724,0,0,0,-492317848.14,0.00263,3,5,2026-09-03,1.13446,2026-09-03,0.316667,3.522912,13,0,0.161462,,0.11114,1.524925,-0.181479,-0.100326,0.097946,-0.00238,0.326061,0.259,0.07139,-0.35244
2026-09-03,CROX,Crocs,Consumer Discretionary,Footwear,S&P 400,116.01,19,5562108416,10.275465,719281,12,0.0038,0.29432,2026-07-30,2026-09-03,-0.042,7.642,1.746,0.073092,0.095987,0.5747,-0.022628,-0.178865,,,,,0.03094,,,,1.03589,2026-09-03,0.3,1.639358,14,0.142857,0.066643,0.204457,0.24221,4.032886,0.160287,0.439136,-0.099749,0.339387,0.043121,0.026,0.423,-0.119058
2026-09-03,CRS,Carpenter Technology,Industrials,Industrial Machinery & Supplies & Components,S&P 400,467.48,1.41224,23167639552,44.47954,490552,8,0.0102,0.679138,2026-07-30,2026-09-03,0.464,28.449,7.523,,0.010307,0.30584,0.079142,-0.253215,0,0,0,-53091754.9,0.02403,2,22,2026-09-03,0.9552,2026-09-03,0.411111,0.404552,10,0.1,0.2499,0.038059,0.24078,10.410422,0.683932,1.014397,-0.151365,0.863032,-0.085415,0.126,0.25752,0.257994
2026-09-03,CRUS,Cirrus Logic,Information Technology,Semiconductors,S&P 400,113.13,6.19138,5669799424,13.830072,889101,4,0.009,0.742452,2026-08-05,2026-09-03,0.289,9.356,2.395,1.298761,0.079544,0.52785,0.000568,-0.372963,,,,,0.00563,,,,1.07762,2026-09-03,0.505556,-1.449954,7,0.142857,0.157857,0.050336,0.18367,2.606922,-0.202086,0.114046,-0.137033,-0.022987,0.084006,0.129,0.20904,0.178268
2026-09-03,CSL,Carlisle Companies,Industrials,Industrial Conglomerates,S&P 400,345.04,,13702964224,19.593412,647792,8,0.0083,0.625746,2026-07-29,2026-09-03,0.072,13.09,3.119,-0.21103,0.048875,0.35264,,-0.202975,0,0,0,0,0.01166,0,0,2026-09-03,1.0394,2026-09-03,0.361111,1.832002,13,0.076923,-0.004385,0.037602,0.22849,8.471813,-0.316076,-0.100469,-0.036507,-0.136976,-0.051289,0.083,0.39183,0.397061
2026-09-03,CTRE,CareTrust REIT,Real Estate,Health Care REITs,S&P 400,39.61,10.1089,9359574016,24.75625,1656335,13,0.0108,0.736375,2026-08-06,2026-09-03,0.05,20.613,17.491,,-0.00858,0.96365,,-0.09193,,,,,0.00777,,,,1.07669,2026-09-03,0.355556,1.310349,10,-0.1,0.1634,,0.57791,2.081778,-0.013219,0.19304,-0.027159,0.165881,-0.043164,0.032,0.09056,-0.286298
2026-09-03,CUBE,CubeSmart,Real Estate,Industrial REITs,S&P 400,39.75,,8997689344,27.040815,1632061,16,0.0054,0.913062,2026-07-30,2026-09-03,0.083,17.775,11.007,,0.054018,0.70712,,-0.081137,,,,,0.00871,,,,1.06513,2026-09-03,0.238889,5.001482,15,0,0.090067,,0.41088,3.475562,-0.233723,-0.024429,-0.030194,-0.054624,-0.019812,0.015,0.12028,-0.054701
2026-09-03,CUZ,Cousins Properties,Real Estate,Office REITs,S&P 400,29.25,1.42164,4815341568,731.25,1838234,11,0.0053,0.409674,2026-07-30,2026-09-03,0.844,13.235,8.385,,-0.005214,0.67779,,-0.112291,,,,,0.00993,,,,1.12303,2026-09-03,0.461111,5.811949,5,-0.2,0.0028,0.011397,0.24225,1.073828,-0.200477,0.015507,-0.036885,-0.021378,0.067213,0.116,0.00152,-0.230044
2026-09-03,CVLT,CommVault Systems,Information Technology,Systems Software,S&P 400,137.12,4.23017,5682878464,87.33757,486454,16,0.0046,0.823431,2026-07-28,2026-09-03,-0.038,46.458,4.664,0.605731,0.053448,0.81087,-0.003317,-0.308104,,,,,0.00887,,,,1.11148,2026-09-03,0.238889,-0.099804,15,-0.066667,0.225267,0.015347,0.0895,,-0.444004,-0.249766,-0.015139,-0.264905,-0.080932,0.114,0.32774,-0.311279
2026-09-03,CW,Curtiss-Wright,Industrials,Aerospace & Defense,S&P 400,568.72,1.28042,21005355008,39.114166,320039,7,0.0075,0.836531,2026-08-05,2026-09-03,0.276,25.712,5.933,0.485026,0.026329,0.37727,0.011835,-0.296278,1,1,0.2,-551816.03,0.00365,2,3,2026-09-03,0.89765,2026-09-03,0.355556,0.796872,14,0.142857,0.026429,0.019058,0.19395,7.582832,-0.01335,0.361036,-0.195286,0.16575,0.008282,0.054,0.19746,0.512796
2026-09-03,CXT,Crane NXT,Information Technology,Electronic Equipment & Instruments,S&P 400,49.99,-15.9772,2877489664,20.742739,516460,6,0.0031,0.706433,2026-08-05,2026-09-03,0.419,9.613,2.292,,0.083332,0.42115,,-0.275507,,,,,0.13793,,,,1.09845,2026-09-03,0.566667,2.874389,2,0.5,0,0.062146,0.15592,2.27217,-0.359623,-0.161101,-0.019423,-0.180524,-0.001971,0.22,0.11484,-0.477003
2026-09-03,CYTK,Cytokinetics,Health Care,Biotechnology,S&P 400,73.95,2.80828,10280781824,,1589723,20,0.0083,0.786253,2026-08-06,2026-09-03,,-15.157,93.268,-3.424672,-0.038655,0,,-0.162609,,,,,0.00647,,,,1.25826,2026-09-03,0.194444,-0.372136,15,0.133333,0.250067,,,,0.26673,0.515561,-0.069732,0.445829,-0.313858,-0.571,,-0.086516
2026-09-03,DAR,Darling Ingredients,Consumer Staples,Agricultural Products & Services,S&P 400,65.75,-2.76546,10375541760,18.162985,2061530,12,0.0039,0.418167,2026-07-30,2026-09-03,,12.817,2.206,,0.021169,0.26333,0.058478,-0.060446,0,0,0,-191670,0.012,1,1,2026-05-07,1.08329,2026-09-03,0.283333,3.55621,15,-0.2,0.327067,0.091051,0.12892,1.97792,0.962807,1.072311,0.069596,1.141907,0.040424,0.164,0.12126,0.380753
2026-09-03,DBX,Dropbox,Information Technology,Application Software,S&P 400,35.7,3.47826,7762701824,19.09091,3401451,6,0.0083,0.873351,2026-08-06,2026-09-03,-0.067,12.799,4.197,1.21541,0.100877,0.79732,,-0.018314,,,,,0.08071,,,,1.30883,2026-09-03,0.35,3.447296,15,-0.533333,-0.082067,,0.26097,,-0.024095,0.030078,0.124927,0.155005,-0.015127,0.009,,-0.180664
2026-09-03,DCI,Donaldson Company,Industrials,Industrial Machinery & Supplies & Components,S&P 400,90.6,,9989557248,23.350513,485741,5,0.006,0.844888,2026-08-26,2026-09-03,0.14,16.22,2.981,0.663163,0.025323,0.35091,-0.007369,-0.197093,0,0,0,-3515565.87,0.00572,2,6,2026-05-07,0.92801,2026-09-03,0.377778,1.504341,14,-0.357143,-0.060786,0.020052,0.17085,5.956607,-0.069647,0.127051,-0.017599,0.109452,0.028275,0.08,0.28205,-0.071685
2026-09-03,DINO,HF Sinclair,Energy,Oil & Gas Refining & Marketing,S&P 400,106.15,8.48614,18871756800,10.109524,2229108,15,0.0052,0.503936,2026-07-28,2026-09-03,3.502,6.243,0.641,,0.107866,0.12892,,-0.0194,2,1,0.2,623659,0.05489,1,3,2026-09-03,0.8991,2026-09-03,0.25,0.335933,15,0.2,0.0394,,0.11694,1.834886,0.877921,0.832839,0.224181,1.057021,-0.176386,0.532,0.19505,-0.114145
2026-09-03,DKS,Dick's Sporting Goods,Consumer Discretionary,Specialty Stores,S&P 400,139.77,1.76934,12509769728,15.159436,3383989,22,0.0042,0.751073,2026-08-25,2026-09-03,-0.257,9.342,0.921,0.237992,-0.065805,0.33093,-0.022723,-0.428063,4,4,0.8,3843905.07,0.04436,0,6,2026-09-03,1.06525,2026-09-03,0.205556,3.383419,13,-0.846154,-0.131,0.032959,0.08005,2.168389,-0.558326,-0.081143,-0.298083,-0.379226,-0.094726,0.532,0.18475,2.568824
2026-09-03,DLB,Dolby,Information Technology,Application Software,S&P 400,61.92,,5799971328,26.348936,775613,3,0.0048,0.717553,2026-07-30,2026-09-03,-0.375,14.623,3.83,0.550889,0.057215,0.87612,0.007252,-0.160748,,,,,0.01434,,,,1.06586,2026-09-03,0.416667,-1.755413,13,-0.153846,0.191692,0.071766,0.12548,2.244373,-0.328466,-0.25001,0.100643,-0.149367,-0.103978,-0.033,0.08758,0.168662
2026-09-03,DOCN,DigitalOcean,Information Technology,Internet Services & Infrastructure,S&P 400,109.4,4.31963,12863203328,49.727272,1846391,15,0.0036,0.494154,2026-08-04,2026-09-03,-0.245,45.601,13.919,,-0.001853,0.57222,-0.048704,-0.416533,0,0,0,-3927212.85,0.16737,4,6,2026-09-03,0.82615,2026-09-03,0.266667,3.923204,14,-0.071429,0.134571,0.040438,0.10445,12.342057,2.085844,2.397661,-0.132717,2.264944,0.061685,0.286,0.62273,-0.349593
2026-09-03,DOCS,Doximity,Health Care,Health Care Technology,S&P 400,27.1,2.96353,4830466048,31.511627,2524218,18,0.0092,0.780913,2026-08-06,2026-09-03,-0.519,19.925,6.334,,0.049623,0.88068,-0.043037,-0.645798,,,,,0.02816,,,,1.02881,2026-09-03,0.216667,-3.253869,15,-0.066667,-0.126933,0.070079,0.21539,5.319984,-0.794978,-0.791869,0.175991,-0.615879,-0.024201,0.073,0.17206,-0.493681
2026-09-03,DOCU,Docusign,Information Technology,Application Software,S&P 400,65.97,,12596616192,42.288464,5620654,17,0.0043,0.376851,2026-09-03,2026-09-03,0.176,30.883,3.641,1.671929,0.099262,0.79541,-0.000348,-0.238661,0,0,0,0,0.00526,0,0,2026-09-03,0.94067,2026-09-03,0.227778,-1.628187,15,0,0.160533,0.032497,0.13407,6.998727,-0.360292,-0.386414,0.205222,-0.181192,0.003022,0.087,0.1644,-0.168818
2026-09-03,DT,Dynatrace,Information Technology,Application Software,S&P 400,52.76,3.71535,15312474112,105.52,5518641,33,0.0053,0.443017,2026-08-05,2026-09-03,-0.249,49.065,6.823,2.280575,0.035691,0.81597,-0.008049,-0.037841,0,0,0,0,0.00576,0,0,2026-09-03,1.07947,2026-09-03,0.083333,-3.258552,15,0,0.195733,0.016869,0.12889,6.250444,-0.156998,-0.109694,0.131795,0.022102,-0.020095,0.162,0.05879,0.07179
2026-09-03,DTM,DT Midstream,Energy,Oil & Gas Storage & Transportation,S&P 400,128.58,,13117126656,28.197369,814400,15,0.0136,0.910935,2026-07-30,2026-09-03,0.048,17.891,12.565,,0.009758,0.75344,,-0.158948,2,2,0.4,218313.1,0.00574,0,2,2026-09-03,0.90353,2026-09-03,0.383333,3.479348,7,-0.285714,-0.011,0.014053,0.50437,2.744738,0.045276,0.298215,-0.073839,0.224375,0.001121,0.11,0.09901,0.296525
2026-09-03,DUOL,Duolingo,Consumer Discretionary,Education Services,S&P 400,158.82,,7399919104,18.66275,1441792,18,0.0054,0.434499,2026-08-05,2026-09-03,-0.275,34.647,5.417,,0.040568,0.72717,0.002442,-0.550085,,,,,0.01523,,,,0.99952,2026-09-03,0.216667,-6.857639,15,-0.066667,-0.002733,0.023485,0.11684,5.263821,-0.597014,-0.603578,0.185664,-0.417914,-0.082237,0.183,0.3442,-0.242812
2026-09-03,DY,Dycom Industries,Industrials,Construction & Engineering,S&P 400,295.56,,8914371584,26.967154,520739,11,0.0039,0.813375,2026-08-26,2026-09-03,0.144,12.458,1.688,-2.329775,0.036633,0.20529,,-0.478242,0,0,0,0,0.0126,0,0,2026-05-07,0.94103,2026-09-03,0.327778,2.893517,13,0,0.123615,,0.09571,4.318338,0.016761,0.471283,-0.275423,0.19586,-0.105351,0.456,0.19197,0.622098
2026-09-03,EEFT,Euronet Worldwide,Financials,Transaction & Payment Processing Services,S&P 400,73.28,,2740935424,11.631745,764578,6,0.0031,0.661021,2026-07-30,2026-09-03,-0.247,5.14,0.772,-2.17525,0.113697,0.24004,,-0.207355,,,,,0.07208,,,,1.05911,2026-09-03,0.566667,0.947376,2,-0.5,0,0.037927,0.12369,2.228304,-0.378639,-0.186459,-0.01308,-0.199539,-0.073447,0.032,0.22371,-0.129725
2026-09-03,EGP,EastGroup Properties,Real Estate,Industrial REITs,S&P 400,198.47,,10672390144,34.880493,356630,20,0.0035,0.864939,2026-10-22,2026-09-03,0.167,24.94,16.311,,0.035547,0.73607,,-0.124564,0,0,0,-98668.08,0.01008,1,1,2026-09-03,1.04791,2026-09-03,0.211111,3.25689,14,0.142857,0.159714,,0.40761,2.956943,-0.005101,0.216205,-0.042206,0.173998,-0.000108,0.091,0.08732,-0.225676
2026-09-03,EHC,Encompass Health,Health Care,Health Care Facilities,S&P 400,122.59,1.16356,12093918208,20.229372,759686,12,0.0038,0.83232,2026-08-05,2026-09-03,0.108,10.722,2.528,-0.534688,0.019012,0.43865,,-0.042191,0,0,0,-26430022.85,0.00867,4,6,2026-09-03,1.00325,2026-09-03,0.4,1.868534,8,0.25,0.3545,,0.18054,4.662458,-0.214137,-0.106505,0.071467,-0.035037,,0.096,0.24968,-0.155749
2026-09-03,ELAN,Elanco,Health Care,Pharmaceuticals,S&P 400,24.42,-1.05349,12196558848,,5924695,14,0.0065,0.339465,2026-08-05,2026-09-03,4.405,15.793,3.168,-1.813975,0.067796,0.55359,0.008797,-0.127234,4,4,0.8,1236218.76,0.01226,0,4,2026-09-03,1.15422,2026-09-03,0.377778,3.677259,8,-0.125,0.056625,,0.08626,1.851683,0.160021,0.347414,-0.008293,0.339121,-0.046867,0.102,-0.02978,-0.209583
2026-09-03,ELF,e.l.f. Beauty,Consumer Staples,Personal Care Products,S&P 400,107.41,4.65751,6338049024,109.60204,1623061,16,0.009,0.636662,2026-08-05,2026-09-03,0.931,93.177,22.138,1.736984,0.01333,0.60951,0.1407,-0.288628,,,,,0.02895,,,,0.99233,2026-09-03,0.272222,9.175669,13,0.153846,0.567308,0.05174,0.14315,24.126236,-0.377726,-0.447943,0.249317,-0.198627,-0.022485,0.355,-0.00291,-0.431332
2026-09-03,ELS,Equity Lifestyle Properties,Real Estate,Single-Family Residential REITs,S&P 400,62.61,,12553988096,30.246378,1086236,19,0.0074,0.873489,2026-07-22,2026-09-03,0.191,20.377,9.889,,0.048075,0.53656,,-0.092609,0,0,0,0,0.00762,0,0,2026-09-03,1.12609,2026-09-03,0.305556,4.334016,9,-0.111111,0.230889,0.03409,0.32113,6.907546,-0.156416,0.056834,-0.034151,0.022683,0.010918,0.064,0.22877,-0.123484
2026-09-03,ENS,EnerSys,Industrials,Electrical Components & Equipment,S&P 400,179.99,-4.99758,6491379712,19.291533,431516,5,0.0078,0.795151,2026-08-12,2026-09-03,1.116,11.401,1.864,4.89466,0.094689,0.2976,,-0.263242,,,,,0.01357,,,,1.04541,2026-09-03,0.527778,0.929733,5,-0.2,0.0272,,0.14028,3.317666,0.55494,0.821382,-0.087343,0.734039,0.252514,0.048,0.18363,-0.014747
2026-09-03,ENSG,Ensign Group,Health Care,Health Care Facilities,S&P 400,172.09,,10029824000,27.0157,286937,5,0.0063,0.892345,2026-07-27,2026-09-03,0.167,20.384,2.165,,0.02798,0.16566,,-0.210596,0,0,0,-225595.24,0.03532,3,3,2026-05-07,0.92652,2026-09-03,0.377778,3.311114,14,-0.071429,0.181786,0.00447,0.09035,4.072461,-0.180834,0.00973,-0.011464,-0.001734,-0.011018,0.173,0.16973,-0.596923
2026-09-03,ENTG,Entegris,Information Technology,Semiconductor Materials & Equipment,S&P 400,130.7,,19970959360,65.67839,1458831,11,0.0042,0.818672,2026-08-04,2026-09-03,0.751,25.339,6.968,,0.023924,0.45555,0.031954,-0.300845,0,0,0,-1273733.92,0.00512,3,3,2026-09-03,1.1077,2026-09-03,0.394444,3.505411,9,-0.666667,0.129889,0.014912,0.19271,4.801969,0.469488,0.736874,-0.088286,0.648588,0.064537,0.115,0.07671,-0.34318
2026-09-03,EPR,EPR Properties,Real Estate,Other Specialized REITs,S&P 400,60.48,1.45948,4633307648,19.384617,592160,11,0.0055,0.853276,2026-07-29,2026-09-03,-0.132,14.192,11.026,0.763828,0.072892,0.91873,,-0.069109,,,,,0.02268,,,,0.84893,2026-09-03,0.294444,6.111013,15,-0.266667,-0.1166,0.047294,0.54329,2.00484,-0.059873,0.122972,-0.003746,0.119226,0.065616,0.106,0.11317,-0.007081
2026-09-03,EQH,Equitable Holdings,Financials,Diversified Financial Services,S&P 400,53.54,3.92081,14603880448,,2632904,11,0.0055,0.209544,2026-08-04,2026-09-03,,11.74,0.539,,-0.60424,0.12768,,-0.029193,0,0,0,-746418.66,0.00611,1,6,2026-09-03,1.00941,2026-09-03,0.327778,-7.843869,13,0.076923,0.121385,,-0.26357,,-0.226261,-0.148522,0.101361,-0.047161,-0.222441,-0.298,-0.25131,-0.304385
2026-09-03,ESAB,ESAB,Industrials,Industrial Machinery & Supplies & Components,S&P 400,74.7,,4641556480,23.416927,902637,11,0.0086,0.801967,2026-08-06,2026-09-03,-0.541,13.334,2.393,,0.031482,0.36955,0.008598,-0.456411,,,,,0.06491,,,,1.07691,2026-09-03,0.444444,4.31074,6,-0.166667,-0.055333,0.02269,0.12016,1.961454,-0.551171,-0.231,-0.141071,-0.372071,0.029146,0.129,0.08727,-0.005174
2026-09-03,ESNT,Essent Group Ltd.,Financials,Commercial & Residential Mortgage Finance,S&P 400,69.63,,6258100224,9.711297,626772,7,0.0034,0.927333,2026-08-07,2026-09-03,0.078,7.055,4.577,0.212715,0.110297,0.76006,,-0.010516,,,,,0.05518,,,,0.97826,2026-09-03,0.505556,-0.235615,5,0.2,0.0846,,0.6575,1.10501,-0.098065,0.034546,0.046489,0.081035,0.078136,0.136,0.12009,-0.248997
2026-09-03,EVR,Evercore,Financials,Investment Banking & Brokerage,S&P 400,296.91,2.84735,11418498048,16.727324,416052,10,0.0039,0.647034,2026-07-29,2026-09-03,-0.017,,2.457,-0.017513,,0.93935,,-0.236166,0,0,0,-2678594.52,0.02333,1,1,2026-09-03,0.95525,2026-09-03,0.305556,,15,0,0.005333,,0.16955,6.143262,-0.273462,-0.020964,-0.073399,-0.094363,-0.812002,0.188,0.39504,0.035526
2026-09-03,EWBC,East West Bancorp,Financials,Regional Banks,S&P 400,130.61,1.27161,17895118848,12.391841,693601,16,0.0024,0.899941,2026-10-20,2026-09-03,0.174,,5.798,0.493268,,0,,-0.049902,0,0,0,-3077756,0.00892,3,5,2026-09-03,0.94058,2026-09-03,0.372222,,7,0.142857,0.142,,0.65281,1.93545,0.019729,0.204334,-0.005505,0.198829,0.133958,0.163,0.16577,-0.173811
2026-09-03,EXEL,Exelixis,Health Care,Biotechnology,S&P 400,59.13,1.02512,14651331584,18.42056,2141249,16,0.0058,0.728252,2026-08-05,2026-09-03,0.262,13.699,5.738,0.551491,0.050488,0.96483,,-0.009879,0,0,0,-526511.92,0.01845,1,1,2026-09-03,1.07076,2026-09-03,0.288889,-0.660043,12,-0.25,-0.014083,,0.39513,7.981912,0.366043,0.466222,0.07892,0.545143,-0.229393,0.106,0.44393,-0.192351
2026-09-03,EXLS,EXL Service,Industrials,Data Processing & Outsourced Services,S&P 400,37.32,1.11081,5658178560,23.620253,1896415,8,0.0034,0.851139,2026-07-28,2026-09-03,0.05,15.468,2.621,0.266815,0.046363,0.38511,,-0.172138,,,,,0.02694,,,,1.04489,2026-09-03,0.461111,0.544233,7,0.142857,0.310571,,0.14609,6.537046,-0.358513,-0.35288,0.173467,-0.179413,,0.156,0.25944,-0.242022
2026-09-03,EXP,Eagle Materials,Materials,Construction Materials,S&P 400,193.58,,5938129408,15.254532,342823,10,0.0078,0.910963,2026-07-29,2026-09-03,-0.125,10.64,3.226,-0.029696,0.004257,0.2702,,-0.211583,,,,,0.01243,,,,1.09832,2026-09-03,0.305556,2.215764,15,-0.066667,0.116933,,0.21667,4.010358,-0.375583,-0.118271,-0.078212,-0.196483,-0.064417,0.026,0.2703,-0.217085
2026-09-03,EXPO,"Exponent, Inc.",Industrials,Research & Consulting Services,S&P 400,70.05,2.85653,3330603264,31.412558,297358,3,0.0043,0.942575,2026-07-30,2026-09-03,0.157,24.265,5.898,0.969264,0.023103,0.36417,,-0.14521,,,,,0.01158,,,,1.00964,2026-09-03,0.383333,0.102232,15,0,0.1256,,0.18824,11.536562,-0.198562,-0.096018,0.076556,-0.019462,-0.061796,0.12,0.31204,-0.336776
2026-09-03,FAF,First American Financial Corporation,Financials,Property & Casualty Insurance,S&P 400,76.51,3.32208,7811671040,10.269799,643831,6,0.0044,0.520213,2026-10-21,2026-09-03,0.504,5.762,0.989,-2.378586,0.299265,0.63984,,-0.042068,,,,,0.03527,,,,0.99126,2026-09-03,0.4,0.044585,12,-0.083333,0.158083,,0.15567,1.388415,-0.061701,0.059505,0.057893,0.117399,-0.011706,0.15,0.13846,-0.231876
2026-09-03,FBIN,Fortune Brands Innovations,Industrials,Building Products,S&P 400,42.21,-1.58545,5035375104,34.59836,2214024,15,0.0077,0.591378,2026-08-04,2026-09-03,-0.242,10.337,1.737,0.285426,0.05941,0.44268,,-0.349013,,,,,0.00525,,,,1.08766,2026-09-03,0.316667,3.509756,11,0.636364,0.065455,0.056751,0.11015,2.182749,-0.473904,-0.15724,-0.137565,-0.294804,-0.019952,-0.041,0.06406,-0.175811
2026-09-03,FCFS,FirstCash,Financials,Consumer Finance,S&P 400,223.92,1.73557,9711813632,25.503418,294354,4,0.0065,0.798545,2026-07-23,2026-09-03,0.582,15.533,2.971,,0.022633,0.57869,-0.000416,-0.062822,0,0,0,-5110070,0.08437,4,10,2026-05-07,1.00207,2026-09-03,0.422222,3.210915,12,0,0.275667,,0.15508,4.193258,0.316856,0.448267,0.047689,0.495956,0.036516,0.294,0.17398,0.109502
